Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Glynn, P.W.","56249920100;","Global ecological consequences of the 1982-83 El Nino-Southern Oscillation",1990,"Global ecological consequences of the 1982-83 El Nino-Southern Oscillation",,,,"","",563,51,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-75449106696&partnerID=40&md5=05e6d11d9f85dc4cf911113863907ffb",Article,"Final","",Scopus,2-s2.0-75449106696
"Götze, H.‐J., Lahmeyer, B., Schmidt, S., Strunk, S., Araneda, M.","55212517300;6508336317;57214758773;6603639544;6601985403;","Central Andes Gravity Data Base",1990,"Eos, Transactions American Geophysical Union","71","16",,"401","407",,23,"10.1029/90EO00148","https://www.scopus.com/inward/record.uri?eid=2-s2.0-18844470754&doi=10.1029%2f90EO00148&partnerID=40&md5=02bd148f78918fda78eaa5bf240e7686",Article,"Final","",Scopus,2-s2.0-18844470754
"Fernandez, J.C., Ibarra, H.G.","57084455500;57084695900;","Acanthocephalus caspanensis n. sp. (Acanthocephala: Echinorhynchidae) parasito de Bufo spinulosus Wiegmann en el altiplano chileno",1990,"Studies on Neotropical Fauna and Environment","25","2",,"57","64",,6,"10.1080/01650529009360803","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0043182282&doi=10.1080%2f01650529009360803&partnerID=40&md5=ada2c64b0c5b49f0e61aadef9d6a0780",Article,"Final","",Scopus,2-s2.0-0043182282
"Mitouard, P., Kissel, C., Laj, C.","6506404415;7005416537;7006827313;","Post-Oligocene rotations in southern Ecuador and northern Peru and the formation of the Huancabamba deflection in the Andean Cordillera",1990,"Earth and Planetary Science Letters","98","3-4",,"329","339",,31,"10.1016/0012-821X(90)90035-V","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0025692911&doi=10.1016%2f0012-821X%2890%2990035-V&partnerID=40&md5=4d18007fbd4e7a6ea502f466b0883961",Article,"Final","",Scopus,2-s2.0-0025692911
"Urquieta, B., Rojas, J.R.","6603009899;7101762679;","An introduction to South American camelids",1990,"Livestock reproduction in Latin America. Proc. meeting, Bogota, 1988",,,,"389","406",,6,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0025682852&partnerID=40&md5=e4582f6066cdb5afb9db800db9d4acb2",Article,"Final","",Scopus,2-s2.0-0025682852
"Dillon, M.O., Rundel, P.W.","26642895800;7004152561;","The botanical response of the Atacama and Peruvian Desert floras to the 1982-83 El Nino event",1990,"Global ecological consequences of the 1982-83 El Nino-Southern Oscillation",,,,"487","504",,56,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0025662906&partnerID=40&md5=ec92697466a4b84dc5636860c471375a",Article,"Final","",Scopus,2-s2.0-0025662906
"Suárez, G., Gagnepain, J., Cisternas, A., Hatzfeld, D., Molnar, P., Ocola, L., Roecker, S.W., Viodé, J.P.","55989761600;57207548748;55794509600;57218702002;7103372949;24574461900;57207529809;6506791193;","Tectonic deformation of the Andes and the configuration of the subducted slab in central Peru; results from a microseismic experiment",1990,"Geophysical Journal International","103","1",,"1","12",,17,"10.1111/j.1365-246X.1990.tb01747.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0025628035&doi=10.1111%2fj.1365-246X.1990.tb01747.x&partnerID=40&md5=4a000a386f2915185711262b3389ebe0",Article,"Final","All Open Access, Bronze",Scopus,2-s2.0-0025628035
"Tapley, T.D., Waylen, P.R.","6506842621;7003578759;","Spatial variability of annual precipitation and enso events in western peru [Variabilité spatiale des précipitations annuelles et caractère variable de enso dans l'ouest du pérou]",1990,"Hydrological Sciences Journal","35","4",,"429","446",,43,"10.1080/02626669009492444","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0025626539&doi=10.1080%2f02626669009492444&partnerID=40&md5=6d6812dd5318bd4aecff40ab94de40af",Article,"Final","All Open Access, Bronze",Scopus,2-s2.0-0025626539
"Labrousse, A.","55634008100;","Dependence on drugs. Unemployment, migration and an alternative path to development in Bolivia",1990,"International Labour Review","129","3",,"333","348",,5,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0025589977&partnerID=40&md5=b22a3fcef8e171f5d7438be71c2627b0",Article,"Final","",Scopus,2-s2.0-0025589977
"Alpers, C.N., Whittemore, D.O.","7103178564;6701488202;","Hydrogeochemistry and stable isotopes of ground and surface waters from two adjacent closed basins, Atacama Desert, northern Chile",1990,"Applied Geochemistry","5","5-6",,"719","734",,41,"10.1016/0883-2927(90)90067-F","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0025586403&doi=10.1016%2f0883-2927%2890%2990067-F&partnerID=40&md5=6a3cf63bf37925e01a5827381ddc25f2",Article,"Final","",Scopus,2-s2.0-0025586403
"Rabassa, J., Clapperton, C.M.","6603625128;7004596529;","Quaternary glaciations of the southern Andes",1990,"Quaternary Science Reviews","9","2-3",,"153","174",,276,"10.1016/0277-3791(90)90016-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0025584699&doi=10.1016%2f0277-3791%2890%2990016-4&partnerID=40&md5=0764f714ce288de21e711f9aefd25d9c",Article,"Final","",Scopus,2-s2.0-0025584699
"Beer, J.A., Allmendinger, R.W., Figueroa, D.E., Jordan, T.E.","35996764900;7004350336;56270912600;7202381241;","Seismic stratigraphy of a Neogene piggyback basin, Argentina",1990,"American Association of Petroleum Geologists Bulletin","74","8",,"1183","1202",,104,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0025573838&partnerID=40&md5=cce4cfa0bf35a37eeeedeaa156781b1d",Article,"Final","",Scopus,2-s2.0-0025573838
"Ellis, D.H., Glinski, R.L., Smith, D.G.","55712012500;6701531223;7410351477;","Raptor road surveys in South America",1990,"Journal of Raptor Research","24","4",,"98","106",,25,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0025527938&partnerID=40&md5=c059c99404f75052fd4c15641287dcb3",Article,"Final","",Scopus,2-s2.0-0025527938
"Macfarlane, A.W., Marcet, P., Lehuray, A.P., Petersen, U.","7102685902;6602943982;6602394787;7003476034;","Lead isotope provinces of the central Andes inferred from ores and crustal rocks",1990,"Economic Geology","85","8",,"1857","1880",,74,"10.2113/gsecongeo.85.8.1857","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0025524171&doi=10.2113%2fgsecongeo.85.8.1857&partnerID=40&md5=64912da6adb455ded9467b28a69700a9",Article,"Final","",Scopus,2-s2.0-0025524171
"Wilson, E.C.","7403309605;","Permian corals of Bolivia",1990,"Journal of Paleontology","64",,,"60","78",,9,"10.1017/s0022336000042244","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0025248943&doi=10.1017%2fs0022336000042244&partnerID=40&md5=8562c7dbfeb58b72ebb0ed67f19a6b3c",Article,"Final","",Scopus,2-s2.0-0025248943
"Armijo, R., Thiele, R.","7003849532;56213891200;","Active faulting in northern Chile: ramp stacking and lateral decoupling along a subduction plate boundary?",1990,"Earth and Planetary Science Letters","98","1",,"40","61",,133,"10.1016/0012-821X(90)90087-E","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0025231012&doi=10.1016%2f0012-821X%2890%2990087-E&partnerID=40&md5=3ac9f192f973f42f37341abc9ed548d9",Article,"Final","",Scopus,2-s2.0-0025231012
"Conaghan, C.M., Malloy, J.M., Abugattas, L.A.","6603573162;7005958363;6504309985;","Business and the ""boys': the politics of neoliberalism in the central Andes",1990,"Latin American Research Review","25","2",,"3","30",,80,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0025206957&partnerID=40&md5=8305c8e8dd35d090e0562dc0ff23ddf5",Article,"Final","",Scopus,2-s2.0-0025206957
"Scheuber, E., Andriessen, P.A.M.","6603062066;7003349952;","The kinematic and geodynamic significance of the Atacama fault zone, northern Chile",1990,"Journal of Structural Geology","12","2",,"243","257",,126,"10.1016/0191-8141(90)90008-M","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0025199630&doi=10.1016%2f0191-8141%2890%2990008-M&partnerID=40&md5=f644d20d616094da01384a884ce39705",Article,"Final","",Scopus,2-s2.0-0025199630
"Rojas, C.M., Figueroa, L., Janssens, K.H., Van Espen, P.E., Adams, F.C., Van Grieken, R.E.","7005036032;24368629300;26642922800;35117128700;55950548000;35420173900;","The elemental composition of airborne particulate matter in the Atacama desert, Chile",1990,"Science of the Total Environment, The","91","C",,"251","267",,14,"10.1016/0048-9697(90)90302-B","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0025199163&doi=10.1016%2f0048-9697%2890%2990302-B&partnerID=40&md5=ec329bd9764311fc5b129424f7f4a279",Article,"Final","",Scopus,2-s2.0-0025199163
"Fierro, L.C., Bryant, F.C.","24368844000;7103058655;","Grazing activities and bioenergetics of sheep on native range in Southern Peru",1990,"Small Ruminant Research","3","2",,"135","146",,19,"10.1016/0921-4488(90)90088-N","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0000008363&doi=10.1016%2f0921-4488%2890%2990088-N&partnerID=40&md5=23fac6ad22333bad6502643bae1d5280",Article,"Final","",Scopus,2-s2.0-0000008363
"Marocco, R., Noblet, C.","6603928187;7003794757;","Sedimentation, tectonism and volcanism relationships in two Andean basins of southern Peru",1990,"Geologische Rundschau","79","1",,"111","120",,10,"10.1007/BF01830450","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0025243205&doi=10.1007%2fBF01830450&partnerID=40&md5=b57a09f6ee54906f19771863f52ed839",Article,"Final","",Scopus,2-s2.0-0025243205
"Servant-Vildary, S., Roux, M.","6602692048;7202810546;","Multivariate analysis of diatoms and water chemistry in Bolivian saline lakes",1990,"Hydrobiologia","197","1",,"267","290",,74,"10.1007/BF00026956","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0025632253&doi=10.1007%2fBF00026956&partnerID=40&md5=dcccaa69289f2abf51385780be48952b",Article,"Final","",Scopus,2-s2.0-0025632253
"Lehmann, B., Ishihara, S., Michel, H., Miller, J., Rapela, C., Sanchez, A., Tistl, M., Winkelmann, L.","57197838059;7402448601;55350483200;55700323900;7004907009;57225664022;57215961736;6701406905;","The bolivian tin province and regional tin distribution in the central Andes: A reassessment",1990,"Economic Geology","85","5",,"1044","1058",,57,"10.2113/gsecongeo.85.5.1044","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0000990472&doi=10.2113%2fgsecongeo.85.5.1044&partnerID=40&md5=a26c6eba835c0ef6e71a8afc721bfafc",Article,"Final","",Scopus,2-s2.0-0000990472
"Davidson, J.P., McMillan, N.J., Moorbath, S., Wörner, G., Harmon, R.S., Lopez-Escobar, L.","7403933493;35778710400;7003884367;56277472400;26643493000;6602983908;","The Nevados de Payachata volcanic region (18°S/69°W, N. Chile) II. Evidence for widespread crustal involvement in Andean magmatism",1990,"Contributions to Mineralogy and Petrology","105","4",,"412","432",,135,"10.1007/BF00286829","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0000450553&doi=10.1007%2fBF00286829&partnerID=40&md5=db2a73ff59100fcb58f722550d917e84",Article,"Final","",Scopus,2-s2.0-0000450553
"Isaacson, P.E., Sablock, P.E.","7102038269;50462454900;","Devonian palaeogeography and palaeobiogeography of the Central Andes",1990,"Geological Society Memoir","12","1",,"431","435",,24,"10.1144/GSL.MEM.1990.012.01.40","https://www.scopus.com/inward/record.uri?eid=2-s2.0-3943079798&doi=10.1144%2fGSL.MEM.1990.012.01.40&partnerID=40&md5=0f33256071c4d8e840ba81c5b8e36a19",Article,"Final","",Scopus,2-s2.0-3943079798
"Gardner, S.L., Duszynski, D.W.","7201943522;7005309058;","Polymorphism of Eimerian oocysts can be a problem in naturally infected hosts: An example from subterranean rodents in Bolivia",1990,"Journal of Parasitology","76","6",,"805","811",,36,"10.2307/3282798","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0025570358&doi=10.2307%2f3282798&partnerID=40&md5=92022b9d6ee5fcb05b0e1872b7ab7388",Article,"Final","All Open Access, Green",Scopus,2-s2.0-0025570358
"Jolley, E.J., Turner, P., Williams, G.D., Hartley, A.J., Flint, S.","6602362402;7402095768;7406084436;7102080781;7101692920;","Sedimentological response of an alluvial system to Neogene thrust tectonics, Atacama Desert, northern Chile",1990,"Journal of the Geological Society","147","5",,"769","784",,60,"10.1144/gsjgs.147.5.0769","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0001622296&doi=10.1144%2fgsjgs.147.5.0769&partnerID=40&md5=c09d3e430eb36d1e64241a23999ad65e",Article,"Final","",Scopus,2-s2.0-0001622296
"Jaillard, E., Soler, P., Carlier, G., Mourier, T.","7004495173;7005079870;35583216900;6603393999;","Geodynamic evolution of the northern and central Andes during early to middle Mesozoic times: A Tethyan model",1990,"Journal of the Geological Society","147","6",,"1009","1022",,128,"10.1144/gsjgs.147.6.1009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0000249125&doi=10.1144%2fgsjgs.147.6.1009&partnerID=40&md5=ef132b955da840db6f6467a3aa1c8ed4",Article,"Final","",Scopus,2-s2.0-0000249125
"Holden, T.G.","7007051558;","Evidence of prehistoric diet from northern Chile: Coprolites, gut contents and flotation samples from the Tulán quebrada",1991,"World Archaeology","22","3",,"320","331",,36,"10.1080/00438243.1991.9980149","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047698532&doi=10.1080%2f00438243.1991.9980149&partnerID=40&md5=63566ca856fe8d227b36a617942aedc2",Article,"Final","",Scopus,2-s2.0-85047698532
"Fernández, J., Markgraf, V., Panarello, H.O., Albero, M., Angiolini, F.E., Valencio, S., Arriaga, M.","55455066100;6603950129;6602820950;6603698060;6506928056;56316278000;15050208600;","Late pleistocene/early holocene environments and climates, fauna, and human occupation in the argentine altiplano",1991,"Geoarchaeology","6","3",,"251","272",,48,"10.1002/gea.3340060303","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84989559278&doi=10.1002%2fgea.3340060303&partnerID=40&md5=74f6c11e647f00cbe2802669c2f104be",Article,"Final","",Scopus,2-s2.0-84989559278
"Delgado, L.","7004937414;","Food aid in peru: Refusal and acceptance in a peasant community of the central andes",1991,"Food and Foodways","5","1",,"57","77",,1,"10.1080/07409710.1991.9961991","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84902691311&doi=10.1080%2f07409710.1991.9961991&partnerID=40&md5=1d164b1e2b919c96e191fade185491b7",Article,"Final","",Scopus,2-s2.0-84902691311
"Beck Jr, M.E., Garcia R., A., Burmester, R.F., Munizaga H., F., Herve A., F., Drake, R.E.","7402769316;7404608009;6701690225;55663493400;55666774300;24392311400;","Paleomagnetism and geochronology of late Paleozoic granitic rocks from the Lake District of southern Chile: implications for accretionary tectonics",1991,"Geology","19","4",,"332","335",,19,"10.1130/0091-7613(1991)019<0332:PAGOLP>2.3.CO;2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879887263&doi=10.1130%2f0091-7613%281991%29019%3c0332%3aPAGOLP%3e2.3.CO%3b2&partnerID=40&md5=749e9bc5c2aae8a154388d6cdf5ffbcc",Article,"Final","",Scopus,2-s2.0-84879887263
"Alonso, R.N., Jordan, T.E., Tabbutt, K.T., Vandervoort, D.S.","7201754112;7202381241;6507047037;6701564766;","Giant evaporite belts of the Neogene central Andes",1991,"Geology","19","4",,"401","404",,124,"10.1130/0091-7613(1991)019<0401:GEBOTN>2.3.CO;2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879884200&doi=10.1130%2f0091-7613%281991%29019%3c0401%3aGEBOTN%3e2.3.CO%3b2&partnerID=40&md5=b8df94676c646cad85a13feb1cb51069",Article,"Final","",Scopus,2-s2.0-84879884200
"Dillon, M.O.","26642895800;","A new species of Tillandsia (Bromeliaceae) from the Atacama Desert of northern Chile",1991,"Brittonia","43","1",,"11","16",,10,"10.2307/2807170","https://www.scopus.com/inward/record.uri?eid=2-s2.0-3743095898&doi=10.2307%2f2807170&partnerID=40&md5=d1419db817e5cc2e8ea2f170531afe0b",Article,"Final","",Scopus,2-s2.0-3743095898
"Campbell Jr, K.E.","8218892900;","Andean icefields to Amazonian jungles: a radical new view of the late Pleistocene of South America",1991,"Boletim IG - Universidade de Sao Paulo, Instituto de Geociencias",,"Spec.Pub.8",,"57","69",,1,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0026379060&partnerID=40&md5=863bbbc8799aa70677c1f9d98d76c5c4",Article,"Final","",Scopus,2-s2.0-0026379060
"Kim, S.W., Kashiwazaki, H., Imai, H., Moji, K., Takemoto, T., Orias-Rivera, J.","57221298068;7003941095;35195893200;7003508343;35498871400;6507676015;","Physical growth of Aymara children in a herding community of the Bolivian Altiplano.",1991,"Journal of human ergology","20","2",,"217","228",,2,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0026362622&partnerID=40&md5=db8fc1f9578d6c861b0b75483824603d",Article,"Final","",Scopus,2-s2.0-0026362622
"Kim, S.W., Kashiwazaki, H., Imai, H., Moji, K., Orias-Rivera, J.","57221298068;7003941095;35195893200;7003508343;6507676015;","Food consumption and energy expenditure of Aymara in a herding community of the Bolivian Altiplano.",1991,"Journal of human ergology","20","2",,"181","197",,17,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0026361250&partnerID=40&md5=9a89123d8099f745594d79e452f81247",Article,"Final","",Scopus,2-s2.0-0026361250
"Rundel, P.W., Dillon, M.O., Palma, B., Mooney, H.A., Gulmon, S.L., Ehleringer, J.R.","7004152561;26642895800;6701685640;7006677714;6506329421;7005417981;","The phytogeography and ecology of the coastal Atacama and Peruvian Deserts",1991,"Aliso","13","1",,"1","49",,258,"10.5642/aliso.19911301.02","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0026305350&doi=10.5642%2faliso.19911301.02&partnerID=40&md5=0e30635203d9d6683d9a78ded7a7cf5f",Article,"Final","All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-0026305350
"Kuznar, L.A.","6506774303;","Transhumant goat pastoralism in the high sierra of the south central Andes: human responses to environmental and social uncertainty",1991,"Nomadic Peoples","28",,,"93","104",,13,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0026302070&partnerID=40&md5=f290a9d643055ad859b585fd2bf9084f",Article,"Final","",Scopus,2-s2.0-0026302070
"Corte, A.E.","6603915459;","Chronostratigraphic correlations of cryogenic and glacigenic episodes in central andes with patagonia",1991,"Permafrost and Periglacial Processes","2","1",,"67","70",,8,"10.1002/ppp.3430020111","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0026300986&doi=10.1002%2fppp.3430020111&partnerID=40&md5=640e4f9aeaf5f27368d1abcac7a3e40f",Article,"Final","",Scopus,2-s2.0-0026300986
"Bahlburg, H., Breitkreuz, C.","6602513886;6701785237;","Paleozoic evolution of active margin basins in the southern Central Andes (northwestern Argentina and northern Chile)",1991,"Journal of South American Earth Sciences","4","3",,"171","188",,71,"10.1016/0895-9811(91)90029-K","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0026293472&doi=10.1016%2f0895-9811%2891%2990029-K&partnerID=40&md5=cdbea99052c7092b36ddb7da7d58ccb3",Article,"Final","",Scopus,2-s2.0-0026293472
"Schrott, L.","7003719014;","Global solar radiation, soil temperature and permafrost in the Central Andes, Argentina: A progress report",1991,"Permafrost and Periglacial Processes","2","1",,"59","66",,37,"10.1002/ppp.3430020110","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0026288172&doi=10.1002%2fppp.3430020110&partnerID=40&md5=a2bbb5e74b8792fddfc942d52c8df018",Article,"Final","",Scopus,2-s2.0-0026288172
"Grosso, S.A., Corte, A.E.","7006193817;6603915459;","Cryoplanation surfaces in the central andes at latitude 35º S",1991,"Permafrost and Periglacial Processes","2","1",,"49","58",,9,"10.1002/ppp.3430020109","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0026288171&doi=10.1002%2fppp.3430020109&partnerID=40&md5=d3984b04ce4040ef94abe4eb72eba1dc",Article,"Final","",Scopus,2-s2.0-0026288171
"Oviedo, L.","57188702535;","General geology of La Coipa precious metal deposit, Atacama, Chile",1991,"Economic Geology","86","6",,"1287","1300",,23,"10.2113/gsecongeo.86.6.1287","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0026284384&doi=10.2113%2fgsecongeo.86.6.1287&partnerID=40&md5=d5f23c804ef0a8004d3736524af7328c",Article,"Final","",Scopus,2-s2.0-0026284384
"Schreiber, U., Schwab, K.","57215783433;7005193048;","Geochemistry of quaternary shoshonitic lavas related to the Calama-Olacapato-El Toro Lineament, NW Argentina",1991,"Journal of South American Earth Sciences","4","1-2",,"73","85",,29,"10.1016/0895-9811(91)90019-H","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0026283692&doi=10.1016%2f0895-9811%2891%2990019-H&partnerID=40&md5=b52e3bf6dbaeef5cd70d9ca6737e4d00",Article,"Final","",Scopus,2-s2.0-0026283692
"Bozinovic, F., Marquet, P.A.","7006293432;7102630622;","Energetics and torpor in the Atacama Desert-dwelling rodent Phyllotis darwini rupestris",1991,"Journal of Mammalogy","72","4",,"734","738",,29,"10.2307/1381835","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0026279663&doi=10.2307%2f1381835&partnerID=40&md5=fce7d384e80d2bdd60672e90b4222fa7",Article,"Final","",Scopus,2-s2.0-0026279663
"Riccardi, A.C., Westermann, G.E.G., Elmi, S.","7102036929;7004866233;6701674523;","Biostratigraphy of the upper Bajocian-middle Callovian (Middle Jurassic), South America",1991,"Journal of South American Earth Sciences","4","3",,"149","157",,14,"10.1016/0895-9811(91)90027-I","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0026273373&doi=10.1016%2f0895-9811%2891%2990027-I&partnerID=40&md5=cc8611c268536b9ef52d971331005f85",Article,"Final","All Open Access, Green",Scopus,2-s2.0-0026273373
"Bell, C.M., Suarez, M.","7402354837;7202996049;","Late Triassic fluvial and marine shelf succession, Quebrada Doña Inés Chica, Atacama region, northern Chile",1991,"Journal of South American Earth Sciences","4","4",,"287","293",,8,"10.1016/0895-9811(91)90002-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0026271297&doi=10.1016%2f0895-9811%2891%2990002-3&partnerID=40&md5=182950547c9ab4c6a6516e22247afa60",Article,"Final","",Scopus,2-s2.0-0026271297
"Mercier, J.L., Carey-Gailhardis, E., Sebrier, M.","7202407361;6602689256;16228566900;","Palaeostress determinations from fault kinematics: application to the neotectonics of the Himalayas-Tibet and the Central Andes",1991,"Philosophical Transactions - Royal Society of London, A","337","1645",,"41","52",,71,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0026270893&partnerID=40&md5=6ca4c0b14efbc629f39ba778581a8981",Article,"Final","",Scopus,2-s2.0-0026270893
"Breitkreuz, C.","6701785237;","Fluvio-lacustrine sedimentation and volcanism in a Late Carboniferous tensional intra-arc basin, northern Chile",1991,"Sedimentary Geology","74","1-4",,"173","187",,19,"10.1016/0037-0738(91)90039-G","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0026268992&doi=10.1016%2f0037-0738%2891%2990039-G&partnerID=40&md5=aa15cec2f8c6430047bbdbf91802eed8",Article,"Final","",Scopus,2-s2.0-0026268992
"Valderrama, M.J., Prado, B., del Moral, A., Ríos, R., Ramos-Cormenzana, A., Campos, V.","54407872100;6603349014;7006088795;57215729343;7005539470;7005359251;","Numerical taxonomy of moderately halophilic gram-positive cocci isolated from the Salar de Atacama (Chile).",1991,"Microbiología (Madrid, Spain)","7","1",,"35","41",,10,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0026180545&partnerID=40&md5=13b33c6fb5ab3f01bf39452cfed22e6a",Article,"Final","",Scopus,2-s2.0-0026180545
"Ritz, M., Bondoux, F., Hérail, G., Sempéré, T.","7006637552;24478339000;7004202642;6701845543;","A magnetotelluric survey in the Northern Bolivian Altiplano",1991,"Geophysical Research Letters","18","3",,"475","478",,3,"10.1029/91GL00518","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0026077921&doi=10.1029%2f91GL00518&partnerID=40&md5=30984b566893d08a4f2c2d9f0c515423",Article,"Final","",Scopus,2-s2.0-0026077921
"BELL, C.M.","7402354837;","The relationships between sedimentary structures, transport directions and dune types in Mesozoic aeolian sandstones, Atacama Region, Chile",1991,"Sedimentology","38","2",,"289","300",,11,"10.1111/j.1365-3091.1991.tb01261.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0026056133&doi=10.1111%2fj.1365-3091.1991.tb01261.x&partnerID=40&md5=505faa3717deda90ede968720828aaa3",Article,"Final","",Scopus,2-s2.0-0026056133
"Healy, K.","7006541326;","Animating grassroots development: women's popular education in Bolivia",1991,"Grassroots Development","15","1",,"26","34",,3,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0026053183&partnerID=40&md5=ee4c69e165b93edf2e77b8cd83bee77d",Article,"Final","",Scopus,2-s2.0-0026053183
"Nakada, S.","7102965263;","Magmatic processes in titanite-bearing dacites, central Andes of Chile and Bolivia",1991,"American Mineralogist","76","3-4",,"548","560",,50,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0026049890&partnerID=40&md5=cf4f40d03b215b33eb1d0fec01b74cbf",Article,"Final","",Scopus,2-s2.0-0026049890
"Risacher, F., Fritz, B.","6701690110;7007055377;","Geochemistry of Bolivian salars, Lipez, southern Altiplano: Origin of solutes and brine evolution",1991,"Geochimica et Cosmochimica Acta","55","3",,"687","705",,85,"10.1016/0016-7037(91)90334-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0026000126&doi=10.1016%2f0016-7037%2891%2990334-2&partnerID=40&md5=f97065bca569737c2d471d686d58002e",Article,"Final","",Scopus,2-s2.0-0026000126
"Dransart, P.","57190967617;","Llamas, herders and the exploitation of raw materials in the atacama desert",1991,"World Archaeology","22","3",,"304","319",,22,"10.1080/00438243.1991.9980148","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0025988735&doi=10.1080%2f00438243.1991.9980148&partnerID=40&md5=f317d8b67dbdfda06cc9ee7bd791c454",Article,"Final","",Scopus,2-s2.0-0025988735
"Prado, B., Del Moral, A., Quesada, E., Ríos, R., Monteoliva-Sanchez, M., Campos, V., Ramos-Cormenzana, A.","6603349014;7006088795;7007144031;57215729343;35578659400;56218981700;7005539470;","Numerical Taxonomy of Moderately Halophilic Gram-negative Rods Isolated from the Salar de Atacama, Chile",1991,"Systematic and Applied Microbiology","14","3",,"275","281",,22,"10.1016/S0723-2020(11)80381-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0025879623&doi=10.1016%2fS0723-2020%2811%2980381-4&partnerID=40&md5=2905dfc81fd1cd112ced668968273b79",Article,"Final","",Scopus,2-s2.0-0025879623
"Thiele, R., Beccar, I., Levi, B., Nyström, J.O., Vergara, M.","56213891200;6507310353;7005252428;55666603200;35609499600;","Tertiary Andean volcanism in a caldera-graben setting",1991,"Geologische Rundschau","80","1",,"179","186",,19,"10.1007/BF01828775","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0026055558&doi=10.1007%2fBF01828775&partnerID=40&md5=e5509518987ed58adc8b0ce30a77c53c",Article,"Final","",Scopus,2-s2.0-0026055558
"Zúñiga, L.R., Campos, V., Pinochet, H., Prado, B.","6603238956;7005359251;6701766103;6603349014;","A limnological reconnaissance of Lake Tebenquiche, Salar de Atacama, Chile",1991,"Hydrobiologia","210","1-2",,"19","24",,26,"10.1007/BF00014320","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0026282002&doi=10.1007%2fBF00014320&partnerID=40&md5=13ff96135ceb4d7a7eb85fae0f64b4ad",Article,"Final","",Scopus,2-s2.0-0026282002
