Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Sagripanti, L., Colavitto, B., Jagoe, L., Andrés, F., Costa, C.","37102691800;55620577700;57198504670;6602569951;56248887800;","A review about the quaternary upper-plate deformation in the Southern Central Andes (36–38°S): A plausible interaction between mantle dynamics and tectonics",2018,"Journal of South American Earth Sciences","87",,,"221","231",,9,"10.1016/j.jsames.2017.11.008","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85036625035&doi=10.1016%2fj.jsames.2017.11.008&partnerID=40&md5=d8bece4fad2ab817df6b3652a6148dd3",Review,"Final","",Scopus,2-s2.0-85036625035
"Heredia, N., García-Sansegundo, J., Gallastegui, G., Farias, P., Giacosa, R.E., Giambiagi, L.B., Busquets, P., Colombo, F., Charrier, R., Cuesta, A., Rubio-Ordóñez, Á., Ramos, V.A.","6701735303;6602416983;6506251559;7003980622;6601919628;6603448181;6602945404;47261117200;6602474477;7006672086;36351142000;7006122908;","Review of the geodynamic evolution of the SW margin of Gondwana preserved in the Central Andes of Argentina and Chile (28°-38° S latitude)",2018,"Journal of South American Earth Sciences","87",,,"87","94",,8,"10.1016/j.jsames.2017.11.019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85036521234&doi=10.1016%2fj.jsames.2017.11.019&partnerID=40&md5=c8b9b307b405818cb9c1d05dc49f1bdd",Review,"Final","",Scopus,2-s2.0-85036521234
"Rubilar, J., Martínez, F., Arriagada, C., Becerra, J., Bascuñán, S.","57197834228;57206754343;35767392300;55615677600;56565619800;","Structure of the Cordillera de la Sal: A key tectonic element for the Oligocene-Neogene evolution of the Salar de Atacama basin, Central Andes, northern Chile",2018,"Journal of South American Earth Sciences","87",,,"200","210",,18,"10.1016/j.jsames.2017.11.013","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85035133391&doi=10.1016%2fj.jsames.2017.11.013&partnerID=40&md5=88a76f4b4f890e1030b8cfa75b7500d8",Article,"Final","",Scopus,2-s2.0-85035133391
"López, C., Riquelme, R., Martínez, F., Sanchez, C., Mestre, A.","57211002466;56228802300;57206754343;57195947490;57196946655;","Zircon U-Pb geochronology of the mesozoic to lower Cenozoic rocks of the Coastal Cordillera in the Antofagasta region (22°30′-23°00′ S): Insights to the Andean tectono-magmatic evolution",2018,"Journal of South American Earth Sciences","87",,,"113","138",,9,"10.1016/j.jsames.2017.11.005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85033797293&doi=10.1016%2fj.jsames.2017.11.005&partnerID=40&md5=4a62c94d414adc43dfe2ef7f2fc2021c",Article,"Final","",Scopus,2-s2.0-85033797293
"Martínez, F., Gonzalez, R., Bascuñan, S., Arriagada, C.","57206754343;56178750300;56565619800;35767392300;","Structural styles of the Salar de Punta Negra Basin in the Preandean Depression (24°-25°S) of the Central Andes",2018,"Journal of South American Earth Sciences","87",,,"188","199",,15,"10.1016/j.jsames.2017.08.004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028826720&doi=10.1016%2fj.jsames.2017.08.004&partnerID=40&md5=4f373b447be0e08154a5f0137185ba5e",Article,"Final","",Scopus,2-s2.0-85028826720
"Ruelas, D., Pacheco, V.","57190394955;7003817348;","Noteworthy records and distribution of Peruvian long-tongued bat, Platalina genovensium Thomas, 1928 (Chiroptera, phyllostomidae)",2018,"Check List","14","5",,"937","944",,5,"10.15560/14.5.937","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056256913&doi=10.15560%2f14.5.937&partnerID=40&md5=9b57267c1819a718c3e6a3a31d1cb530",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85056256913
"Fernández, L., Bize, J.A.","22957281800;56708665200;","New species of trichomycterus (Siluriformes: Trichomycteridae) from the high andean plateau of Argentina",2018,"Zootaxa","4504","3",,"359","370",,5,"10.11646/zootaxa.4504.3.3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055707735&doi=10.11646%2fzootaxa.4504.3.3&partnerID=40&md5=3e5b3ce1601ce312d89c740832ac44e0",Article,"Final","",Scopus,2-s2.0-85055707735
"Dudognon, C., Sepúlveda, M.","57193408664;55218043300;","Rock art of the upper Lluta valley, northernmost of Chile (South Central Andes): A visual approach to socio-economic changes between Archaic and Formative periods (6,000–1,500 years BP)",2018,"Quaternary International","491",,,"136","145",,8,"10.1016/j.quaint.2016.10.009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85014101656&doi=10.1016%2fj.quaint.2016.10.009&partnerID=40&md5=b40a60ef2f441161675e97103db920d0",Article,"Final","",Scopus,2-s2.0-85014101656
"Luna, L.V., Bookhagen, B., Niedermann, S., Rugel, G., Scharf, A., Merchel, S.","57204649452;6603446872;6602176280;55925651100;57206549248;6602195151;","Glacial chronology and production rate cross-calibration of five cosmogenic nuclide and mineral systems from the southern Central Andean Plateau",2018,"Earth and Planetary Science Letters","500",,,"242","253",,11,"10.1016/j.epsl.2018.07.034","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052440354&doi=10.1016%2fj.epsl.2018.07.034&partnerID=40&md5=5e7af616f1d9298deadbe7f1e06fa08c",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85052440354
"Larridon, I., Walter, H.E., Rosas, M., Vandomme, V., Guerrero, P.C.","24376723400;39062222200;24587973800;16048664300;23485540200;","Evolutionary trends in the columnar cactus genus Eulychnia (Cactaceae) based on molecular phylogenetics, morphology, distribution, and habitat",2018,"Systematics and Biodiversity","16","7",,"643","657",,4,"10.1080/14772000.2018.1473898","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053663980&doi=10.1080%2f14772000.2018.1473898&partnerID=40&md5=7d6ad31298c76bfa7e771c031115480b",Article,"Final","",Scopus,2-s2.0-85053663980
"Shalygin, S., Pietrasiak, N., Gomez, F., Mlewski, C., Gerard, E., Johansen, J.R.","57194195168;55014517800;8512629200;23983054600;8729288400;7201410810;","Rivularia halophila sp. nov. (Nostocales, Cyanobacteria): the first species of Rivularia described with the modern polyphasic approach",2018,"European Journal of Phycology","53","4",,"537","548",,9,"10.1080/09670262.2018.1479887","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054504688&doi=10.1080%2f09670262.2018.1479887&partnerID=40&md5=6f6c0457d5d62b459a6201e100aa1de1",Article,"Final","",Scopus,2-s2.0-85054504688
"Martínez, F., López, C., Bascuñan, S., Arriagada, C.","57206754343;57211002466;56565619800;35767392300;","Tectonic interaction between Mesozoic to Cenozoic extensional and contractional structures in the Preandean Depression (23°–25°S): Geologic implications for the Central Andes",2018,"Tectonophysics","744",,,"333","349",,14,"10.1016/j.tecto.2018.07.016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050662205&doi=10.1016%2fj.tecto.2018.07.016&partnerID=40&md5=f0666babaded6d19c3b69855964b120d",Article,"Final","",Scopus,2-s2.0-85050662205
"Muñoz, M., Tapia, F., Persico, M., Benoit, M., Charrier, R., Farías, M., Rojas, A.","13806961000;37048077600;57222637907;7103191731;6602474477;54790434100;57202713285;","Extensional tectonics during Late Cretaceous evolution of the Southern Central Andes: Evidence from the Chilean main range at ~35°S",2018,"Tectonophysics","744",,,"93","117",,20,"10.1016/j.tecto.2018.06.009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049062316&doi=10.1016%2fj.tecto.2018.06.009&partnerID=40&md5=34f70cdb62fcbde4647995d81d46d9fe",Article,"Final","",Scopus,2-s2.0-85049062316
"Araya, J.F., Miquel, S.E.","56004763800;6602283647;","A new stephacharopa (gastropoda: Punctoidea: Charopidae) from paposo, northern Chile",2018,"Journal of Conchology","43",,,"129","133",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056897286&partnerID=40&md5=e63fd08df2e2422c672d6be773e4d314",Article,"Final","",Scopus,2-s2.0-85056897286
"Núñez, L., Perlès, C.","7102163100;6602677847;","Tulán-52: A Late Archaic ceremonial centre at the dawn of the Neolithisation process in the Atacama Desert",2018,"Antiquity","92","365",,"1231","1246",,2,"10.15184/aqy.2018.195","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055719973&doi=10.15184%2faqy.2018.195&partnerID=40&md5=6953ace4e5c2d26cba34e872607a14d5",Article,"Final","",Scopus,2-s2.0-85055719973
"Bredemeyer, S., Ulmer, F.-G., Hansteen, T.H., Walter, T.R.","55508621500;55575836500;6603633082;7102715022;","Radar path delay effects in volcanic gas plumes: The case of Láscar Volcano, Northern Chile",2018,"Remote Sensing","10","10","1514","","",,8,"10.3390/rs10101514","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055418575&doi=10.3390%2frs10101514&partnerID=40&md5=e59fc1f6d78b46c7873938e396d157ec",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85055418575
"Silva-Quiñones, D., He, C., Jacome-Collazos, M., Benndorf, C., Teplyakov, A.V., Rodriguez-Reyes, J.C.F.","57204239601;57200688574;57204237760;7003487186;7006448247;16203935100;","Identification of surface processes in individual minerals of a complex ore through the analysis of polished sections using polarization microscopy and x-ray photoelectron spectroscopy (Xps)",2018,"Minerals","8","10","427","","",,4,"10.3390/min8100427","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055053502&doi=10.3390%2fmin8100427&partnerID=40&md5=ca54cd92039294efe29405e4a51868dc",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85055053502
"Anderson, R.B., Long, S.P., Horton, B.K., Thomson, S.N., Calle, A.Z., Stockli, D.F.","57193826119;24338224500;7006721107;35424868500;57197000490;6603484808;","Orogenic Wedge Evolution of the Central Andes, Bolivia (21°S): Implications for Cordilleran Cyclicity",2018,"Tectonics","37","10",,"3577","3609",,18,"10.1029/2018TC005132","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055022889&doi=10.1029%2f2018TC005132&partnerID=40&md5=c77033d2f90fae7ac82f3ff89a50447b",Article,"Final","All Open Access, Bronze, Green",Scopus,2-s2.0-85055022889
"Oberlin, E.A., Claire, M.W., Kounaves, S.P.","57201200596;8691333500;7004018919;","Evaluation of the Tindouf Basin Region in Southern Morocco as an Analogue Site for Soil Geochemistry on Noachian Mars",2018,"Astrobiology","18","10",,"1318","1328",,6,"10.1089/ast.2016.1557","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054896084&doi=10.1089%2fast.2016.1557&partnerID=40&md5=164857c3ba18c98119922ab595d6eb37",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85054896084
"Echenique, E., Killick, D., Stovel, E.","56718687700;8288127300;55960100100;","Exploring operational chains and technological styles in the production of domestic polished wares from San Pedro de Atacama, Chile",2018,"Journal of Archaeological Science: Reports","21",,,"771","782",,2,"10.1016/j.jasrep.2018.08.048","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052970496&doi=10.1016%2fj.jasrep.2018.08.048&partnerID=40&md5=876f8a972d10fa253e354d7c2dc2bd81",Article,"Final","",Scopus,2-s2.0-85052970496
"Schiwitza, S., Arndt, H., Nitsche, F.","57203764966;7006693108;24067445600;","Four new choanoflagellate species from extreme saline environments: Indication for isolation-driven speciation exemplified by highly adapted Craspedida from salt flats in the Atacama Desert (Northern Chile)",2018,"European Journal of Protistology","66",,,"86","96",,6,"10.1016/j.ejop.2018.08.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052895693&doi=10.1016%2fj.ejop.2018.08.001&partnerID=40&md5=19748ad9d1d8410b1a945eda65e7cffc",Article,"Final","",Scopus,2-s2.0-85052895693
"Hatzinger, P.B., Böhlke, J.K., Sturchio, N.C., Izbicki, J., Teague, N.","6602124610;7004491698;7004475068;7102602650;56449101500;","Four-dimensional isotopic approach to identify perchlorate sources in groundwater: Application to the Rialto-Colton and Chino subbasins, southern California (USA)",2018,"Applied Geochemistry","97",,,"213","225",,8,"10.1016/j.apgeochem.2018.08.020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052658759&doi=10.1016%2fj.apgeochem.2018.08.020&partnerID=40&md5=0aaa242f5e970ed4fb2f8ca538514a93",Article,"Final","",Scopus,2-s2.0-85052658759
"Turner, B.L., Bélisle, V., Davis, A.R., Skidmore, M., Juengst, S.L., Schaefer, B.J., Covey, R.A., Bauer, B.S.","8509761800;55888362900;57203681188;56842744400;56462812800;57203690677;57203143062;8042574600;","Diet and foodways across five millennia in the Cusco region of Peru",2018,"Journal of Archaeological Science","98",,,"137","148",,13,"10.1016/j.jas.2018.07.013","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052646481&doi=10.1016%2fj.jas.2018.07.013&partnerID=40&md5=420347d07386d3afec17eb22d82c650e",Article,"Final","",Scopus,2-s2.0-85052646481
"Pfeiffer, M., Latorre, C., Santoro, C.M., Gayo, E.M., Rojas, R., Carrevedo, M.L., McRostie, V.B., Finstad, K.M., Heimsath, A., Jungers, M.C., De Pol-Holz, R., Amundson, R.","57203628605;7005764439;7004920399;23392571300;16246137900;26631692600;36069461800;55617205400;6603159701;35076128500;6505658565;7005994343;","Chronology, stratigraphy and hydrological modelling of extensive wetlands and paleolakes in the hyperarid core of the Atacama Desert during the late quaternary",2018,"Quaternary Science Reviews","197",,,"224","245",,35,"10.1016/j.quascirev.2018.08.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052077797&doi=10.1016%2fj.quascirev.2018.08.001&partnerID=40&md5=b7f742adbf2ada636db49602ffb71eec",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85052077797
"Piticar, A.","55335147700;","Changes in heat waves in Chile",2018,"Global and Planetary Change","169",,,"234","246",,17,"10.1016/j.gloplacha.2018.08.007","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051405984&doi=10.1016%2fj.gloplacha.2018.08.007&partnerID=40&md5=8cd4a846aa94353cfe3a920e80c791fb",Article,"Final","",Scopus,2-s2.0-85051405984
"Elías, A.M., Glascock, M.D., Olivera, D.E.","17341883100;7003999714;36110173300;","Obsidian circulation in south-central Andes after ca. 1100 BP: A contribution based on geochemical studies in Argentinean Southern Puna Plateau",2018,"Journal of Archaeological Science: Reports","21",,,"340","349",,1,"10.1016/j.jasrep.2018.08.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051230391&doi=10.1016%2fj.jasrep.2018.08.002&partnerID=40&md5=d522765f9dae129951ed4d92b15d47b6",Article,"Final","",Scopus,2-s2.0-85051230391
"Drenkhan, F., Guardamino, L., Huggel, C., Frey, H.","57192819907;57203120625;6603181723;35744479900;","Current and future glacier and lake assessment in the deglaciating Vilcanota-Urubamba basin, Peruvian Andes",2018,"Global and Planetary Change","169",,,"105","118",,24,"10.1016/j.gloplacha.2018.07.005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050567034&doi=10.1016%2fj.gloplacha.2018.07.005&partnerID=40&md5=75135120bac763bae6085d934314a89f",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85050567034
"Echeverría, J., Niemeyer, H.M., Muñoz, L., Uribe, M.","16642183600;7006623446;7101704174;24069427900;","Arsenic in the hair of mummies from agro-ceramic times of Northern Chile (500 BCE–1200 CE)",2018,"Journal of Archaeological Science: Reports","21",,,"175","182",,,"10.1016/j.jasrep.2018.07.008","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050147693&doi=10.1016%2fj.jasrep.2018.07.008&partnerID=40&md5=9bf22cbcb2d4b7f0d5121659c74947f1",Article,"Final","",Scopus,2-s2.0-85050147693
"Valero, M.A., Bargues, M.D., Calderón, L., Artigas, P., Mas-Coma, S.","7102334544;7003325417;57202820317;6701780990;7003404234;","First phenotypic and genotypic description of Fasciola hepatica infecting highland cattle in the state of Mexico, Mexico",2018,"Infection, Genetics and Evolution","64",,,"231","240",,12,"10.1016/j.meegid.2018.06.032","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049420694&doi=10.1016%2fj.meegid.2018.06.032&partnerID=40&md5=dbf0edfe3564500fe7e2be854d6e7600",Article,"Final","",Scopus,2-s2.0-85049420694
"Zazulie, N., Rusticucci, M., Raga, G.B.","36661679900;6602798328;7003480967;","Regional climate of the Subtropical Central Andes using high-resolution CMIP5 models. Part II: future projections for the twenty-first century",2018,"Climate Dynamics","51","7-8",,"2913","2925",,12,"10.1007/s00382-017-4056-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85039843842&doi=10.1007%2fs00382-017-4056-4&partnerID=40&md5=62655bd598af3277a79c8a38dd2d0490",Article,"Final","",Scopus,2-s2.0-85039843842
"Yang, H., Downs, R.T., Jenkins, R.A., Evans, S.H.","7406568256;7007121461;22233986800;55214879400;","Segerstromite, Ca3(As5+O4)2[As3+(OH)3]2, the first mineral containing As3+(OH)3, the arsenite molecule, from the Cobriza mine in the Atacama Region, Chile",2018,"American Mineralogist","103","9",,"1497","1501",,1,"10.2138/am-2018-6329","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053289514&doi=10.2138%2fam-2018-6329&partnerID=40&md5=f888b109f9d73de9267e575479cea02f",Article,"Final","",Scopus,2-s2.0-85053289514
"Remonsellez, F., Castro-Severyn, J., Pardo-Esté, C., Aguilar, P., Fortt, J., Salinas, C., Barahona, S., León, J., Fuentes, B., Areche, C., Hernández, K.L., Aguayo, D., Saavedra, C.P.","25639992100;57193794762;57193789030;56503333100;57193797846;57193791177;56503730300;57212915820;36658198000;15838917800;14041581800;55211803600;7006509504;","Characterization and salt response in recurrent halotolerant exiguobacteriumsp. SH31 isolated from sediments of salar de huasco, chilean altiplano",2018,"Frontiers in Microbiology","9","SEP","2228","","",,18,"10.3389/fmicb.2018.02228","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055106183&doi=10.3389%2ffmicb.2018.02228&partnerID=40&md5=476e1411a515e5842a3fd115242bf362",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85055106183
"Moya-álvarez, A.S., Gálvez, J., Holguín, A., Estevan, R., Kumar, S., Villalobos, E., Martínez-Castro, D., Silva, Y.","57202388328;7102941307;57203930304;8264314300;56537237200;57209825217;14325652800;24167181500;","Extreme rainfall forecast with the WRF-ARW model in the Central Andes of Peru",2018,"Atmosphere","9","9","362","","",,23,"10.3390/atmos9090362","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053630471&doi=10.3390%2fatmos9090362&partnerID=40&md5=c44689397fe1753de6c4828e34bb522d",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85053630471
"Coira, B., Kay, S.M., Viramonte, J.G., Kay, R.W., Galli, C.","6602887976;7202568553;6603581921;7203026712;7202495239;","Origin of late Miocene Peraluminous Mn-rich Garnet-bearing Rhyolitic Ashes in the Andean Foreland (Northern Argentina)",2018,"Journal of Volcanology and Geothermal Research","364",,,"20","34",,10,"10.1016/j.jvolgeores.2018.08.020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053594855&doi=10.1016%2fj.jvolgeores.2018.08.020&partnerID=40&md5=975ca9a1f57b354876c1f36ea9f14835",Article,"Final","",Scopus,2-s2.0-85053594855
"Bouchet, S., Goñi-Urriza, M., Monperrus, M., Guyoneaud, R., Fernandez, P., Heredia, C., Tessier, E., Gassie, C., Point, D., Guédron, S., Achá, D., Amouroux, D.","36611302900;6507184020;57204637673;6602678626;57203162868;57196016377;6701445130;56003223900;6603739997;15064036900;56492905500;7004645395;","Linking Microbial Activities and Low-Molecular-Weight Thiols to Hg Methylation in Biofilms and Periphyton from High-Altitude Tropical Lakes in the Bolivian Altiplano",2018,"Environmental Science and Technology","52","17",,"9758","9767",,41,"10.1021/acs.est.8b01885","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050723642&doi=10.1021%2facs.est.8b01885&partnerID=40&md5=7b7961b54a9df88fced2095cd71af8a1",Article,"Final","",Scopus,2-s2.0-85050723642
"Ureta, S., Mondaca, F., Landherr, A.","24462764200;57203530517;57203533430;","Sujetos de desecho: violencia lenta e inacción ambiental en un botadero minero abandonado de Chile [Waste subjects: slow violence and environmental inaction in an abandoned mining waste impoundment in Chile]",2018,"Canadian Journal of Latin American and Caribbean Studies","43","3",,"337","355",,7,"10.1080/08263663.2018.1491685","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052114939&doi=10.1080%2f08263663.2018.1491685&partnerID=40&md5=0b9a60c0582e04cd26cd4558673ebfa9",Article,"Final","",Scopus,2-s2.0-85052114939
"Contreras, R., Sepúlveda, B., Aguayo, F., Porcile, V.","56215239700;14319276500;57204110555;57204103744;","Rapid diagnostic PCR method for identification of the genera sarcocornia and salicornia [Método de PCR de diagnóstico rápido para identificación de los géneros sarcocornia y salicornia]",2018,"Idesia","36","3",,"95","106",,4,"10.4067/S0718-34292018005001501","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061651391&doi=10.4067%2fS0718-34292018005001501&partnerID=40&md5=b6858be5d06765e87afd484595ea7ce1",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85061651391
"Zubieta, R., Laqui, W., Lavado, W.","56719571700;57205359053;34969237300;","Hydrological modeling using observed and satellite precipitation datasets for the Ilave River basin, 2011-2015 period, Puno, Peru",2018,"Tecnologia y Ciencias del Agua","9","5",,"85","101",,4,"10.24850/j-tyca-2018-05-04","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059764209&doi=10.24850%2fj-tyca-2018-05-04&partnerID=40&md5=c3ef9fa41436dadf4f358dfa10a4c9a3",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85059764209
"Patel, S.","35211241900;","Cerro Pabellón: Taking geothermal power to new heights",2018,"Power","162","9",,"","",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055341120&partnerID=40&md5=7d90dcab599258de5842da43afdeea44",Article,"Final","",Scopus,2-s2.0-85055341120
"Wimpenny, S., Copley, A., Benavente, C., Aguirre, E.","57201388103;16232493100;36099959000;57203936653;","Extension and Dynamics of the Andes Inferred From the 2016 Parina (Huarichancara) Earthquake",2018,"Journal of Geophysical Research: Solid Earth","123","9",,"8198","8228",,15,"10.1029/2018JB015588","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053691202&doi=10.1029%2f2018JB015588&partnerID=40&md5=e5f92ceeef2492c1fa5ec63f1e4da1e8",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85053691202
"Bloch, W., John, T., Kummerow, J., Salazar, P., Krüger, O.S., Shapiro, S.A.","56180556300;7201976022;6602849113;8363774800;7007098495;7402734083;","Watching Dehydration: Seismic Indication for Transient Fluid Pathways in the Oceanic Mantle of the Subducting Nazca Slab",2018,"Geochemistry, Geophysics, Geosystems","19","9",,"3189","3207",,21,"10.1029/2018GC007703","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053456202&doi=10.1029%2f2018GC007703&partnerID=40&md5=9cd58e4b71da731f4f998d91670e5ae5",Article,"Final","All Open Access, Bronze, Green",Scopus,2-s2.0-85053456202
"González-Gómez, P.L., Echeverria, V., Estades, C.F., Perez, J.H., Krause, J.S., Sabat, P., Li, J., Kültz, D., Wingfield, J.C.","11940022100;9276919000;6603249467;56542302900;55263851100;6701830930;55971503000;7004566645;7102452931;","Contrasting seasonal and aseasonal environments across stages of the annual cycle in the rufous-collared sparrow, Zonotrichia capensis: Differences in endocrine function, proteome and body condition",2018,"Journal of Animal Ecology","87","5",,"1364","1382",,3,"10.1111/1365-2656.12846","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051256492&doi=10.1111%2f1365-2656.12846&partnerID=40&md5=3ae74853dcd8bcd455aa6f4ad9ed8df3",Article,"Final","All Open Access, Bronze",Scopus,2-s2.0-85051256492
"Perreault, T.","55959472300;","Mining, meaning and memory in the Andes",2018,"Geographical Journal","184","3",,"229","241",,10,"10.1111/geoj.12239","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051179113&doi=10.1111%2fgeoj.12239&partnerID=40&md5=81a3df8f5edffe756adea824f4995bb9",Article,"Final","",Scopus,2-s2.0-85051179113
"Castro, J.F., Nouioui, I., Sangal, V., Choi, S., Yang, S.-J., Kim, B.-Y., Trujillo, M.E., Riesco, R., Montero-Calasanz, M.C., Rahmani, T.P.D., Bull, A.T., Sutcliffe, I.C., Asenjo, J.A., Andrews, B., Goodfellow, M.","54396814200;35603799700;6506935016;57203980087;7406951470;7501565352;7102052158;56374637600;55653630100;57202116971;24538530400;7003460501;56908691200;35556534100;7102073615;","Blastococcus atacamensis sp. Nov., a novel strain adapted to life in the yungay core region of the atacama desert",2018,"International Journal of Systematic and Evolutionary Microbiology","68","9","002828","2712","2721",,15,"10.1099/ijsem.0.002828","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050377059&doi=10.1099%2fijsem.0.002828&partnerID=40&md5=50636ce8df79db1ff8e7810306a21eac",Article,"Final","All Open Access, Bronze, Green",Scopus,2-s2.0-85050377059
"Halcrow, S.E., Killgrove, K., Robbins Schug, G., Knapp, M., Huffer, D., Arriaza, B., Jungers, W., Gunter, J.","16063647600;55375735300;26640732000;57213928159;28767646500;6602846124;7003589500;57202925898;","On engagement with anthropology: A critical evaluation of skeletal and developmental abnormalities in the Atacama preterm baby and issues of forensic and bioarchaeological research ethics. Response to Bhattacharya et al. “Whole-genome sequencing of Atacama skeleton shows novel mutations linked with dysplasia” in Genome Research, 2018, 28: 423–431. Doi: 10.1101/gr.223693.117",2018,"International Journal of Paleopathology","22",,,"97","100",,8,"10.1016/j.ijpp.2018.06.007","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049831416&doi=10.1016%2fj.ijpp.2018.06.007&partnerID=40&md5=b8b6a75922fc99369d49479836f8ac87",Article,"Final","All Open Access, Hybrid Gold",Scopus,2-s2.0-85049831416
"Villavicencio, N.A., Werdelin, L.","56790065600;7005206319;","The Casa del Diablo cave (Puno, Peru) and the late Pleistocene demise of megafauna in the Andean Altiplano",2018,"Quaternary Science Reviews","195",,,"21","31",,7,"10.1016/j.quascirev.2018.07.013","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049781298&doi=10.1016%2fj.quascirev.2018.07.013&partnerID=40&md5=7ec67b90d8a7d07a5a8ab15cac1a0209",Article,"Final","",Scopus,2-s2.0-85049781298
"Babidge, S., Bolados, P.","40061150200;36337521800;","Neoextractivism and Indigenous Water Ritual in Salar de Atacama, Chile",2018,"Latin American Perspectives","45","5",,"170","185",,13,"10.1177/0094582X18782673","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048891470&doi=10.1177%2f0094582X18782673&partnerID=40&md5=b6bf65fb726f0ca79f433eb6508c9304",Article,"Final","",Scopus,2-s2.0-85048891470
"May, R.H.","57202384366;","Pachasophy: Landscape ethics in the central Andes mountains of South America",2018,"Environmental Ethics","39","3",,"301","319",,1,"10.5840/enviroethics201739322","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048075652&doi=10.5840%2fenviroethics201739322&partnerID=40&md5=d489b6e3571512f9b4fd0f1a7e0f3cc3",Article,"Final","",Scopus,2-s2.0-85048075652
"Standen, V.G., Santoro, C.M., Arriaza, B., Valenzuela, D., Coleman, D., Monsalve, S.","6602356440;7004920399;6602846124;55809882400;7401716848;57202311285;","Prehistoric polydactylism: Biological evidence and rock art representation from the Atacama Desert in northern Chile",2018,"International Journal of Paleopathology","22",,,"54","65",,5,"10.1016/j.ijpp.2018.05.005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047837717&doi=10.1016%2fj.ijpp.2018.05.005&partnerID=40&md5=c36838b431b613f104c337484f73b803",Article,"Final","",Scopus,2-s2.0-85047837717
